-3.031863318119972561e+00,3.978003021108076354e-01,-3.540639210567138040e-01,8.867915870193658623e-02,5.349931525805927679e-01,-4.473402095121664090e-01,-1.134797784250884289e+00,-8.240598331650852426e-01,1.777971963059605143e+00,-5.334877309743184526e-01,-2.594853654167351698e-01,-2.608098845562164758e+00,-3.635141377224199388e+00,2.725461291683070275e+00,6.848427053501578987e-01,5.463479224967431047e-02,9.898682495305355378e-01,1.547734709830761890e+00
-2.183210174943012394e+00,-4.054980641733488267e-01,-1.236997369902842037e+00,3.177727475571605176e+00,3.611354264854691465e-01,2.679447032941156603e+00,-1.178995949918717895e-01,-8.806000051130682404e-01,6.163571556892895043e-01,-3.495550446183287363e+00,-2.765912026485084496e-01,-6.280710937278671802e-01,-3.281952919982819683e+00,3.011884740978894914e+00,6.130767059468521518e-01,5.820247128220688015e-01,1.363261735583321643e+00,-1.751507125805496168e+00
3.239360792302630632e+00,-5.763030792411506509e-01,2.087269816161609892e-01,-9.993270156488572864e-01,-1.313445332913680264e-01,-1.009279689277718051e+00,6.845449836781383190e-01,-3.545710024733821908e-01,-1.026323033609991997e+00,3.751794917793150885e-01,-9.336558432216486292e-01,3.346720978136664026e+00,-5.017804966949656054e-01,-3.007833153785356650e+00,2.212850761315761916e-01,-4.921505535316306190e-01,-2.419608885945860877e+00,-5.061215173624306063e-01
-1.094367850373983320e+00,9.389476609866824752e-01,1.036944081423154751e+00,-3.789878331794317212e+00,6.306668082792610264e-02,-2.643675513374809771e+00,-8.297142386306324280e-01,-1.081613890115748600e+00,7.110429187903343218e-01,2.593806137702979075e+00,8.079817332394270135e-01,-3.037708945637478841e+00,2.166341739172958469e+00,-2.108716339802994888e+00,-6.423019322523112473e-01,-3.467669958103321570e-01,1.396983932197854550e+00,-8.238280589607861470e-01
-4.726244733212708327e-01,-6.567770983887194491e-01,1.206824267125106820e+00,-2.773213858063554138e+00,-1.136295504761444919e+00,-2.520610848953689587e+00,-2.888974468174798638e-01,-1.112494095716734854e+00,-7.793578223852622999e-01,1.215546754761104520e+00,2.748576251949697902e+00,-1.338652331858070754e+00,2.239268125112144681e+00,-3.397366074616800624e+00,-5.170516612401162559e-01,1.912410804806159159e-01,1.494058393296079090e-01,2.789098607067566071e+00
-2.263925618040572907e+00,5.727835310639665112e-01,-1.039676222795197225e+00,4.329421954207108847e-01,3.846605231817423753e-01,2.326535578254139480e+00,-5.870121358287849755e-01,6.419260011948034750e-01,1.505416240844136500e+00,-3.236787706152905120e+00,7.230427598453066373e-01,-1.844573475552309549e+00,-2.398136774388461401e+00,3.866283273514438790e+00,4.904663353420241068e-02,2.198220114286177362e-01,-1.802669691275154695e-01,4.927656258672231948e-02
2.739548250880341040e+00,-1.050952726677960136e+00,3.206154980384023356e-01,5.092524057119361958e-01,6.227341487582568336e-01,-5.529479656425975165e-01,-7.339138881317487373e-01,4.713673766351529348e-01,-1.020362094924793128e+00,-6.162097209825470046e-01,5.817164726830770238e-01,1.345418680314877102e+00,4.667011316085540873e-01,-7.539427038219823629e-01,-8.711357048012017268e-01,6.658783219171693357e-01,-2.031440397389642438e+00,-5.093274052559246812e-01
2.598034905840463260e+00,1.061087168611922760e+00,1.687952912777920533e-01,1.745106898509474647e+00,-1.200587479452905004e+00,-2.848007734735038543e-01,-1.190209533347609705e+00,8.026141960831005562e-02,2.510711406762189846e+00,-7.004637759212867243e-01,-3.944014298128092122e+00,1.549947400063449443e+00,-2.552986652736886075e+00,4.831071327394735326e-01,7.278538462063053327e-01,4.457066171554416312e-01,-2.048990693806081786e+00,-2.114955628043293512e+00
-5.095583432800585122e+00,1.616891995236973800e+00,-1.048809041029392208e+00,-1.072238853094331867e+00,-4.842003180079471059e-01,-1.353847059010006459e+00,1.395003850140763557e-01,-2.941658674901010961e+00,7.048404351423100955e-01,1.666455213837795268e+00,5.845806394697581343e-01,-1.584218852972918423e+00,1.961573409422646241e+00,-1.471939267207144963e+00,6.532414890312352451e-01,-1.937424169631240256e-01,4.061521449534387429e+00,2.323029406985702039e+00
-3.236344195306260829e+00,-5.710957714614744996e-01,7.897090829720456728e-01,-2.959002963657109131e-01,-4.162647294961845934e-01,-5.742821881533596295e-01,3.253058161337561427e-01,-1.178027550815549995e+00,5.592576793680636982e-01,6.541720335070383419e-01,1.586603307523568596e+00,-2.576712748133630715e+00,3.873146098556231043e-01,3.366993787244219605e-01,-4.834669065159611367e-01,4.117967578437846665e-01,1.898542563017300955e+00,1.495312573872856765e+00
-3.094444851911826611e+00,1.370644582414676460e+00,7.831157372569123032e-01,-2.668676136178958380e+00,6.687561648363052336e-02,-9.746228839329464932e-01,-2.551142470640584969e-01,-9.233131908978180480e-01,-7.197348419913600637e-01,1.944513143079064088e+00,1.158267736705382717e-01,-2.326558193520652740e+00,3.049127500279079417e+00,-1.881040698207916417e+00,-1.095132432142513546e+00,-1.192446843463138118e+00,4.125812393105545262e+00,1.352418284109115909e+00
2.642939573002885401e-01,-1.351029419873057913e+00,-8.891130146508744447e-01,-2.885459064510047966e+00,-6.500683031742655604e-01,-1.669814494985426334e+00,1.568568087148356216e-01,-6.937734794180107079e-01,-1.015333299889756985e-01,1.346547939990800469e+00,8.135136737667620910e-01,-1.271482945206357185e+00,1.276923703825303624e+00,-2.983271158455792271e+00,-9.349010925340575096e-01,5.374905917521403120e-01,8.543349865340897908e-01,2.562042306892951427e+00
-9.061929722901833698e-03,1.203179116079378552e+00,6.497894099755761044e-01,1.120646136491983968e+00,1.014225388466406974e+00,9.244157576583451608e-01,7.566315666266358875e-01,2.185392245160840408e-01,9.545875576657815165e-01,-1.217885984087367035e+00,-1.492718244204411571e+00,9.085212072244587267e-01,4.069623919014535990e-02,4.694095502444537438e-01,3.436706399403697820e-01,-8.299667015492672162e-01,4.510033263484904131e-02,-1.490260832836592497e+00
-2.941743043255352075e-01,-3.360785125999501272e-02,-2.263198107000625459e-01,3.015751150767448152e+00,6.755239336045009146e-01,2.220614590747743922e+00,6.017505773269833380e-01,4.969019141737082146e-01,2.231623216790008801e-01,-1.536582407878370971e+00,9.490446991396350729e-02,9.003365358500143856e-01,-4.030121672174372449e+00,2.603279124312922299e+00,2.171794343579055292e-02,-1.649120576717926778e-01,4.928210108312675031e-01,-2.627759430280188990e+00
9.984781597847177670e-01,-2.377586386042173761e+00,-9.462101629950043780e-01,-1.542738979246020881e+00,-1.171863508233657702e+00,-2.057301209047029733e+00,-1.174165345155472606e-01,8.452201973198533724e-02,1.423123369278899597e+00,3.334059544012631382e-01,-3.980612019987021633e+00,8.784453887682251716e-02,1.378724184059338720e+00,-1.894796902467682287e+00,-1.003587680742796362e+00,2.514624423302170841e-01,-7.284751061192294985e-01,1.804464505756103287e+00
-4.346191529825082611e+00,-1.056099585622603865e+00,7.314721078496616569e-01,-1.488233460544185816e+00,-1.564821590581032540e-01,-1.810539335166828911e-01,-4.829676992913755490e-02,-5.309011152582090443e-01,8.284915381374557963e-01,6.106453212683191634e-01,1.301742775237948901e+00,-2.293692436081788522e+00,1.339706435547577623e+00,-8.628015756212468190e-01,-5.722590843699523755e-02,-2.290715015617303951e-01,1.323207359366796787e+00,3.043382141247218620e+00
-1.317631778619311245e+00,-5.686480505141296993e-01,-1.048226485017476506e+00,-6.776275556794859600e-01,-1.665543089912816743e+00,-1.442991422819539071e+00,1.705737110828380032e-01,-9.752001150436677701e-01,9.621427017633067402e-01,-2.774626080613124213e+00,2.067380231793747303e+00,-2.218229930543826001e+00,-1.200734514501913708e+00,2.390605957176733243e-01,2.385048678075726292e-01,6.896281803188299975e-01,3.096819444353209883e-01,2.148466267342954428e+00
1.519264020912298729e+00,1.133778946511409258e-01,-3.795087731530183972e-01,-9.386840340187541099e-02,-5.876243989197262874e-01,-1.032293254936106575e+00,-6.154683496304527157e-01,3.834675459844179568e-01,-1.073488194182636191e+00,1.052102585879998609e+00,-7.686695070211115467e-04,2.606787902174627358e-02,9.982450728835876586e-01,-1.493513892566680212e+00,-9.986587783310216793e-01,-8.246453943074240067e-01,-2.377645705091768202e-01,8.324411654955967688e-01
1.641097225674438054e+00,-1.441764719604216927e+00,-4.375375429578691189e-01,2.664687524126290619e+00,-1.073166059552423501e+00,9.392287694470797810e-01,-9.758164599441250253e-01,1.180340062567992954e+00,-7.739119742729542173e-01,-4.514324613906427475e-01,-9.247507262368100944e-01,2.787249491099756948e+00,-1.056367232128227363e+00,1.085888125883827326e+00,-6.883088879272399874e-01,-1.305603608803036497e+00,-8.650115768673749539e-01,-3.731281660229972985e+00
3.610125861971262284e-01,-1.122325958667509394e+00,-9.312379435558272578e-02,-4.266594548170724588e-01,-4.325651840785608160e-01,-1.944330436623596626e-03,-7.325560941736450893e-01,-3.423699499404784796e-01,-1.149009177078057498e+00,9.888263102208002531e-01,9.542237859789555812e-03,-6.577635456809811931e-02,1.502353395955449977e-01,-1.872384583123511526e+00,6.066783195613344448e-01,-5.966797619167515387e-01,-1.333529700152201958e+00,-8.038426818382690131e-01
2.467663065493283861e-02,1.053366959060031194e+00,-8.339350325766051730e-01,-2.950998975491464282e+00,6.579188087807749108e-01,-5.412139235584414454e-01,6.661416860051468936e-01,-5.459457338280274685e-01,6.295598461659646095e-01,5.312718228535072695e-01,1.073711711779991917e+00,-1.770638493811506953e+00,2.914063826405427271e+00,-2.740602682089512410e+00,-9.313471487438848007e-01,-6.996087822643148879e-01,5.666160894183260854e-01,2.110668001940663174e+00
2.686702188827577054e+00,-1.148085956903339921e+00,-9.084745451367116920e-02,-1.231038866486460215e+00,-8.510554864838431044e-01,-1.676105820016884573e+00,5.637685728642145566e-01,-7.609978682168683228e-02,-2.098866760753104466e-01,8.197926503593658265e-02,-6.241251222535719734e-01,5.614859952980582047e-01,7.509734137710892717e-03,-1.461821252985941788e+00,2.750010264257122042e-02,6.724139692962801673e-01,-2.348868770217662494e+00,-9.764171007570289218e-01
7.269757790250421792e-01,2.512467628034659728e-01,3.436240234199032240e-01,2.891087385241222663e+00,1.203210200622933934e+00,2.308836098408576731e+00,-4.427626388323137596e-01,2.276108811121019815e-01,1.541459103717120138e+00,-2.302437473591722128e+00,-2.038075269776268517e+00,1.661464338600587842e+00,-6.355722524698423914e-01,2.724752170523518924e+00,-1.006779196731933501e+00,2.343410055569631056e-01,-1.227939200770138850e+00,-4.246780661065691298e+00
-2.522023139429358629e+00,-1.845767065522188277e+00,-2.824925620518650704e-01,-5.387396375456315889e-01,-1.131788738364788438e+00,1.826339416676059091e-01,2.295648851220117026e-01,-1.399639731440323276e+00,9.725782340856086172e-01,1.228918511394528235e+00,-2.218650930559905587e-01,-4.160602292496133003e+00,-3.186880293511107354e+00,3.155037863858579872e+00,-3.010293382394423900e-01,-9.923221941468607366e-01,4.137052398160085964e-01,1.276207054864252566e+00
-2.085126041300342070e+00,-9.102084713940779004e-01,1.787729415602088701e-01,-2.710709960161020948e+00,-1.360698595618988316e+00,-1.491405425612398528e+00,-9.026860783995384052e-01,-4.312114280795906196e-01,3.652508480148719539e-01,-8.298774936296463012e-02,7.066411084624623085e-01,-2.466178326316117442e+00,3.150824947187560454e+00,-3.220033189582292010e+00,-1.759868291948473926e-02,1.025336157066871312e+00,5.370972942060575628e-01,3.828696452734845934e+00
4.064704999880032865e+00,-4.370024231559618277e-01,-9.842515866118504986e-02,-1.965002290545779795e-01,-8.792574268801849058e-02,-1.057248823229971046e+00,-2.591729166546876129e-01,1.978886021388212679e+00,-1.996216304393559016e+00,4.219189793693765900e+00,3.624470457294628467e-01,2.491690756363378334e+00,3.859569458997735847e+00,-3.484937173689049761e+00,-9.552287371543394245e-01,-8.199609490033191728e-01,-1.098189994974647643e+00,-2.518230074649709938e+00
