8.737093142028882209e-01,1.283297422812051947e+00,-1.241998100076263434e+00,-1.967759826694433833e+00,-6.506051835726615051e-01,-3.655550958280649743e-02,1.554670814841433990e-01,-7.231639577210138725e+00,-1.579706136042620113e-01,-7.110608109146646649e-01,7.874146498567852204e-01,5.059523072747209582e+00
-3.251432354508726474e-01,-2.078852799146345021e+00,-7.161800883820420571e-01,-3.502473577034745378e-01,-3.176951956074989813e-01,-1.718750550995249871e+00,-9.700363357679813170e-01,-1.301772926030084543e+00,-1.233033883211017256e+00,-1.492098127908166205e+00,-1.011920057536656314e-01,-3.365986190357832974e+00
-1.108900554122053544e-01,1.131289799139205021e+00,4.588834062854548201e-01,3.584498757689085768e-01,3.000111906954344154e-01,8.135541351524320230e-01,-3.015591346592417787e-01,-8.423498662312337570e-01,-9.349901149582037219e-01,5.263380857466335438e-01,-1.785441824728786486e-01,9.592438672240813924e-01
-1.122764644636463638e+00,-5.368253021249328460e-01,2.420645977755409017e-01,2.843839050251077971e+00,-6.883193391223760838e-01,-9.711694964001127417e-02,-1.349276705874830951e+00,-2.222687195909613500e+00,1.852019407095187642e+00,-5.543301855023414770e-01,-7.469552106808734493e-01,1.274218280345877474e+00
-1.297313393049936980e+00,-8.455280176044888130e-01,-7.669748370641176205e-01,-3.359972187214372852e-01,-1.685522700393504936e+00,3.198928006518652473e-02,-2.245293435188368825e-01,-1.772874648713961943e+00,-5.230521084313717317e-01,1.326194277656955467e-01,-1.172459783015493279e-01,-1.334082598133369713e+00
3.860287331177584269e-01,4.463516804500147761e-01,-6.553541960153016488e-01,1.518348915112396558e+00,-5.781032883070791328e-01,3.859944033291296539e-01,-9.763145391973215848e-01,-3.060464251038619743e+00,1.768916929169750851e+00,-6.941554579649493739e-01,-1.638168198685349575e+00,3.249698305831594941e-02
-3.803959884860725893e-01,-1.694565537461005522e-01,5.681471792404026999e-01,-4.631402074723728890e-01,6.883240783880227864e-01,-4.120126856469384924e-01,5.599686465350460773e-01,-2.053130762337666837e-01,3.361862017509660849e-01,-9.615825921069171001e-01,1.576429215657596528e-01,-7.484727914218316513e-01
-2.714209406893576815e-01,-8.773733452426726864e-02,-8.945488910830231566e-01,2.137133985543977488e-01,-1.235641974219914063e+00,-1.229446044614824762e+00,-7.374062248125466956e-01,-1.795195810499266242e+00,2.172639817617235403e-01,-1.470334543332443733e+00,-1.383460055034251290e+00,1.602789646966962245e+00
-1.075602473174263496e+00,-1.963195565998622882e+00,-5.676697598111978271e-01,1.881749452376946019e+00,1.721112749522973440e+00,-1.353615572815314083e+00,-3.284291100343432190e-01,1.281356137890351299e+00,1.369789009489455367e+00,-5.335736144544929171e-01,-9.175340319507182540e-01,-1.880173016201068137e+00
-1.604473045111091678e-01,2.255202807754052241e+00,6.396591639462080314e-01,-4.259444015719636489e+00,-5.424835928104726479e-01,6.062807494107921302e-01,-1.308663825465739450e+00,2.429996184364819067e-01,-2.613643272949807361e+00,-9.488382393416333604e-02,-8.347485791135511590e-01,7.291632169909667560e-01
2.532029778278959697e-01,5.011527342945318431e+00,-1.131227597667613383e+00,-3.471611652802850667e+00,-3.852630365485328223e+00,1.535217049593441407e+00,5.082038628642741029e-01,1.790629158845555846e+00,-1.272468549931474513e+00,-3.507548848667927932e-01,2.380866044558020977e-01,-1.669415799231768860e+00
-1.135819294516008798e-01,1.698033661156104657e+00,-5.658896959680542738e-01,2.375462774508777797e-01,-1.235369834056299521e+00,7.074425348380806167e-01,3.153279869428973203e-01,-4.624944850852322986e+00,-1.503016622935115176e+00,-8.419860571159698548e-01,-5.863616862079854553e-01,2.689070864390710192e+00
3.374384886619690715e-01,-1.556480465482323883e+00,-7.157814252079021111e-01,-4.831631078540043589e+00,9.931326673155882467e-01,-2.169172510308423618e-01,-1.279924108407969330e+00,2.198622906045700542e+00,-2.693918705338919750e+00,-4.286768300392762021e-01,-4.594077007916177458e-01,2.346784564612125201e-01
-3.343688396158195908e-01,8.194702093876893301e-01,-1.257048873948235723e+00,2.523082831298245843e+00,-1.893692200028670225e+00,-1.751575726234287367e-01,-1.153140279675642921e+00,-4.176737996825561794e+00,1.506280008851409447e+00,-1.291192799072036212e+00,-6.664725252730686611e-01,-6.174433160092761552e-01
5.431826214500510286e-01,2.620851817863319166e-02,5.252909414497386464e-01,-4.731685683114933982e-01,5.333849404708341790e-01,-1.219440091408325044e-01,2.796361702498704194e-01,-7.279241238771139155e-01,8.694733876081013335e-01,-8.344317249492961830e-01,-8.622909566045565688e-01,5.187137067197215012e-01
-9.391538343839704872e-01,-1.757602265792006790e-01,-1.094384691428996470e-01,-6.118645245563836960e-02,-3.369358484679819132e-01,-1.442976095798471636e+00,3.580373972489803158e-01,6.380865535723262427e-01,-8.922504377309783963e-02,-1.332097119779116046e+00,-8.080862343135607473e-01,6.566226734368127982e-01
-1.170712532988059884e+00,-1.976170919094053513e+00,6.371895812665540060e-01,-1.888484282510264567e+00,6.376237317983658448e-01,3.522291583519943647e-01,3.323050470657150646e-01,2.422076066285695273e+00,-1.335424430625746783e+00,-3.386005665705753565e-01,-5.839776669493584871e-01,-4.090557828518091021e+00
-1.547087291705863399e-01,-6.316014691083292609e-01,-9.365021794549550638e-01,-3.980699245234561090e+00,6.252905309291117986e-01,-1.113558100606570900e+00,-4.389832282129650931e-01,4.698886880904932006e+00,-2.981839970442298426e+00,3.978710167131098152e-01,8.192189255564225059e-01,-1.487197254632891541e+00
