4.103776240074454296e-01,-8.514235286434687078e-01,-3.382111939358148911e-01,5.503254401219064285e-01,9.771181991376123310e-01,7.528575621987170230e-01,6.649998689030832688e-01,2.274163351824293744e-01,-1.198918440458253548e-01,-5.155696674254123257e-01,5.283030623971083362e-01,-4.749841160953404695e-01,-1.472491756775346217e-01,3.905331424604376878e-01,7.570626178847181809e-01,1.138004564610614056e+00,-1.139492028445448391e+00,-7.108690666812661485e-01,-6.367690724876837738e-01,-1.674425770513310319e-01,-1.440403052388634420e+00,-1.159779981285447237e+00,9.797257507566138335e-01,9.887961028764733484e-01,3.121083396170971080e-01,-5.988690609752111982e-02
-5.420974972811987147e-01,-1.450538720659259706e+00,5.029205834104788497e-01,1.104345770525759773e-01,1.044517573571169367e+00,-6.115719273686991420e-01,-6.650665258622547871e-01,-2.464371565742705383e-01,1.097080711613627468e-01,5.374044567953134566e-01,9.195157703035249375e-01,-4.977156874381633012e-01,4.366673500251385120e-01,2.452506207638427416e-01,-3.617932897721151120e-01,7.519835162174018928e-01,-1.239760012738830630e+00,2.478129798238204798e-02,-1.118319887486493913e+00,-4.497894007944593375e-01,-3.737784769314783095e-01,-8.945453572347835669e-01,1.241419729256658000e+00,-1.383650340372331033e-01,7.291074824699962653e-02,8.250659263158424128e-01
-7.356256774731733117e-01,2.032144294504255599e-01,-2.726596910053604716e-01,-5.165035494714329545e-01,-1.540601822479112926e-01,-2.590958610805739193e-01,-1.348840063430219692e-02,1.178541545485667225e-01,-3.417315230342607979e-01,4.684427382186901467e-01,8.923460656673575242e-01,1.345462870786338049e-02,-1.955974338480558905e-01,-2.253925672108647860e-01,2.622027426182043097e-01,1.411099208619291723e+00,1.064720078330146646e-01,-3.314011824300202701e-03,-1.010484175596166212e+00,-9.215568444427901795e-01,-1.218128741898624634e+00,3.451342079183433720e-02,1.318448398241545361e+00,-7.044275194540614571e-01,6.266066296911982914e-01,1.140476994283097456e+00
-5.272433699779277561e-01,-2.096492609118505157e-01,3.438417378713690131e-01,5.092418859828941047e-01,1.398757267822800632e+00,-9.749386480245870734e-01,8.813330212571840461e-02,-2.353955600329411535e-01,1.005814480233625074e+00,-7.370441236321833012e-01,-1.742270286294164694e-01,-1.590831170844638487e-01,4.869087366668502920e-02,-4.827506441654232927e-01,-7.501629726747623961e-01,1.714795819885822858e+00,4.196982296308627292e-01,4.775279305299376387e-01,4.859949911123143673e-01,6.024951146923029910e-01,5.680932074497991868e-01,-6.951816515131015173e-01,-1.103776552628988293e-02,5.946554358793072481e-01,-4.025876309907516215e-01,1.876244010462430611e-01
3.532300041307044336e-01,-3.290971900050055909e-01,-9.828829164512216110e-01,2.240679149779684354e-01,-5.524350179014523438e-02,7.719949207816574344e-01,7.041226958538593372e-01,7.721801498559027754e-01,8.167814557229534367e-02,-7.378206712579226112e-01,-1.297809985476992556e-01,4.045043032682916206e-01,2.124956007609568875e-01,7.595799696174668769e-01,-6.180453760133237662e-01,1.599782274538448457e+00,8.698701303078412161e-01,6.002827815719957716e-01,-1.159471629928479741e+00,-5.522587949954560482e-01,-1.384226155249382417e+00,-1.106002549730214612e+00,5.023057239933760298e-01,1.084987604797546856e+00,7.364568408878020556e-01,-9.341553160952256185e-01
-7.185461084715152880e-02,-1.120764800207999234e-01,-2.185146932473177317e-01,-9.872985259953089843e-01,-7.145745989498746287e-01,-5.792959520255788197e-01,-1.419719227375857151e-01,-7.357139637815045541e-01,4.251589529025691094e-01,1.335346127879109834e-01,1.050055304620566954e+00,1.870860468932247778e-01,5.519464952813811776e-01,-3.560395306040386454e-01,3.579683505681887090e-01,-5.182039358086013570e-01,-8.859909356703473682e-01,7.263295838819553429e-01,-3.870737624077901784e-01,-9.135133425332079282e-01,-5.367149734081332335e-01,-3.568354484058067211e-01,3.012232492825584473e-01,-1.477773075560768756e-01,1.082845785034593389e+00,5.458612258282843355e-01
-5.342513416955613215e-01,-8.415504509997636662e-01,-1.731254001749866350e-02,4.419681365544357310e-01,8.236111856331989056e-01,-1.061676446092328252e+00,4.147595176680233808e-01,2.574656543928516630e-02,-5.288318682609006727e-01,-1.806400572026766183e-01,-1.529992190629994864e-01,1.676269106876940307e-01,-4.875362490304208096e-02,-3.209750784063576390e-01,-2.566788067065989883e-03,-4.921284233629100169e-01,3.496279831567688512e-01,1.639215008346843194e-01,-2.444324668256197750e-02,8.130750862131261858e-01,3.729154697390101303e-01,6.464365279131045749e-02,-5.087476854372305901e-01,6.756189169154470653e-01,3.307868620043127317e-01,5.850557785101780928e-01
-2.716292369835430764e-01,5.382229791311522460e-01,1.360629326139355111e-01,-1.392096595724920727e+00,-8.133225022350835109e-01,-1.852920369421857949e-01,-1.134518348645090935e+00,5.696176804074098987e-01,1.027857426339046920e-01,7.388960555861294743e-01,3.530992550202207703e-01,6.435969847816525036e-01,6.779707934570305961e-01,-1.280069862288478744e+00,9.592143416575179549e-01,-2.199745687211656919e-01,4.616617370143578092e-01,9.085978092510734738e-01,-1.416987239618138772e-01,-8.542819761272154588e-01,-1.280424601685525188e+00,-1.356786650402609651e-01,5.142699219052863091e-01,8.718584288739853472e-01,1.335661327043126567e+00,-5.547101618273616586e-01
-8.767252000280711943e-02,-9.743385956539764303e-02,2.756781757850848558e-01,-1.528630438662292645e+00,-7.910841422905753317e-01,-3.156837872189019456e-01,-1.133448921411686072e+00,-7.070556653051224272e-01,-3.087892030955433631e-01,3.161006854947282507e-01,9.574671800052281245e-01,-1.801783323366721867e-01,5.293051796370456391e-02,-3.511603489774778875e-01,7.412472068461057884e-01,3.759756624857151230e-01,-1.060999930029558502e+00,2.175812671924956532e-01,-8.882889185703859436e-01,9.686835624038928616e-01,5.108295693199016441e-01,-8.440474067724636209e-02,9.158550342439715497e-02,-7.867050755301624454e-01,9.704799370849932494e-01,-8.437729542191645393e-01
-5.748066743132952405e-01,6.445177776070747377e-01,-3.870213539175346162e-01,-1.004368915733645951e+00,-1.652992786168789308e-01,-2.901704373462703490e-01,-4.935939284697744012e-01,-4.394259412442987345e-01,-3.617740356392448176e-01,-7.789303303498118503e-02,1.325785829665423909e+00,-1.086092952973859660e+00,-2.471418558748781913e-01,-8.600336325890491906e-01,-1.808239008063498576e-01,-1.177703343980990747e+00,-1.034020596681090920e+00,2.422171329475533985e-01,6.290172877142743424e-01,2.751052497026911653e-02,-6.722449498178539873e-01,5.659349454590637540e-01,-8.224329955368167022e-01,-1.565024409859430976e-01,1.449873652845917460e-01,7.865801605037255895e-01
