-4.994548578463663402e-01,6.047872520406243346e-01,1.415118484846865865e+00,7.853752451487764352e-01,-7.845667832071788750e-01,3.706066859608654895e-01,2.562494247989254292e-01,-7.981835326019773857e-01,-1.372857259157617971e-01,5.852461784622852159e-01,7.788264409960784507e-01,1.133904070175227208e+00,-1.135699307887445109e+00,3.910874550974588471e-01,-4.136178242230499902e-01,-3.935030674094671110e-01,4.107346138841898031e-01,-4.058107406835835540e-02,-1.186916377403474332e+00,-1.705782188434157021e-01,-6.884452927418817092e-01,9.092033655022948579e-01,3.137123277495647011e-01,6.744873175600476500e-01,7.112604378532415561e-01
-6.377984569389982816e-01,-1.112344666220155959e-02,2.817165202378361100e-01,1.681432420624293655e-01,-3.930817118897470541e-01,-9.357003665989302998e-01,-9.012339480513956724e-01,-1.003635126803368305e+00,8.963916570022059105e-01,9.403500830976002645e-01,-2.551296373063939305e-01,-2.959348328573910836e-01,1.086736744754733808e+00,-7.584529648609062980e-01,-8.010390443808591554e-01,3.536781254164839128e-01,-8.384663430320710154e-01,-4.027981597438203276e-01,1.861996269719456421e-01,6.407239497450868404e-01,2.848683534047427024e-01,-6.068735742115618503e-01,-1.025226343710822441e+00,9.783489137882421527e-02,5.795111286151990310e-02
3.337536064599083141e-01,-5.771687167625528803e-01,-3.505758998299333129e-01,-4.470229015903997571e-01,-9.384356185130697803e-01,-9.246963887315370334e-01,-2.156574283098647848e-01,5.758936290650598089e-01,4.052068933935282224e-01,4.643559120997596545e-02,-2.475175688877308822e-01,5.679291588676994573e-01,-7.327888522583836384e-01,8.194802082880073835e-01,2.895860005086572930e-02,7.758678795130625749e-01,-3.341378684602783755e-01,-8.896136401531435922e-01,-2.245969454045232405e-01,1.749627072240239611e-01,2.196190478045037878e-02,-2.470112156801282099e-01,-8.263583063249316796e-01,-8.123194395200838969e-01,5.611695245315689862e-01
-3.853033803577596839e-01,2.513064806094115755e-01,-7.399093909020849624e-01,5.558964827858994262e-01,-3.568672860593192775e-01,-2.997663014667262260e-01,2.044009270766203035e-01,5.473313595990542124e-01,2.605758452717480966e-01,-6.040422314033144779e-01,3.420806422815442227e-01,4.633770850451677387e-02,8.716084160060352248e-01,7.811646274015909830e-02,9.935435070275815128e-02,-5.374161504911110221e-01,1.739791135884005968e-01,-7.936165740833345250e-01,-5.885894504010189543e-01,-4.125336597624580937e-01,2.186849089285951286e-01,9.381746118943591339e-01,9.123548368189381419e-01,-5.107083086292182328e-01,3.456161418259092732e-01
2.983662029098005375e-01,-1.297779294681586544e-02,-6.323483858521922359e-03,-9.435132115727430380e-01,1.091283238367619507e-01,-8.507711061138981123e-02,7.103342989596433954e-01,3.537369872346929900e-01,-4.096300398966975509e-01,2.603939263411905181e-01,5.425946526442905204e-01,1.019445787294856354e+00,1.776512244432663090e-01,-8.202725225244646978e-01,-7.851310212728979110e-01,3.988996912732680755e-01,9.216427016290480445e-01,-9.211852069816252042e-01,8.793914606932340394e-02,5.672706679732000268e-01,-3.477755554025336870e-01,-6.309368250140050538e-01,4.249738402213009136e-01,-2.629569966729788377e-01,-2.596107014419518078e-01
3.366816637684743024e-03,1.272065070579759816e-01,-7.801525788866013889e-01,-7.629649560039309941e-01,-5.841090912044200056e-01,-9.188865723291237408e-01,-1.600416994001408355e+00,4.063953247576779226e-01,-2.143973531044628122e-01,-5.589052542385761768e-01,-4.057594768867958668e-01,-4.458759369906034054e-01,-8.114837168496074060e-01,4.426541517259550695e-01,6.676454881234138439e-01,6.418592756381683584e-01,3.075528349930908290e-01,-2.724845158657446947e-02,1.397363751267044707e+00,3.237528721852696023e-01,-4.614065395892754107e-01,-9.960749408462316046e-01,-1.395074486134192160e+00,1.188685323401877048e+00,5.786886857801022410e-01
-3.351028290522991560e-01,9.259980855485281381e-01,-1.310188875084984383e-01,6.717724749899448566e-01,8.581667026271788679e-01,4.084559306196481332e-01,-5.845154355188890705e-01,-2.569516001377496472e-01,-7.265146432597124893e-01,8.561399001324841995e-01,9.075631340486485232e-01,-6.658754608419686916e-01,-8.518744350289030320e-01,2.313198665956095745e-01,2.761352650131561615e-01,-4.676191851291782164e-01,1.484539146605294291e-01,-2.317061136149134101e-02,-3.070909477869840712e-02,-8.543485801492872733e-01,4.805584286355812917e-01,4.101390785678775686e-01,1.022439872941217409e+00,-8.595901507000390795e-01,-9.421137727542655549e-02
1.030386552973343722e-01,5.162831920903701022e-01,-3.151959599035081272e-01,3.086921622809853383e-01,9.500555878605183580e-01,9.226249732051465813e-01,1.216149132375140995e+00,8.093388615381570395e-01,-1.297917527074972377e-01,-4.941045477713928435e-01,-9.305619932635879332e-02,9.555879205349936401e-01,-4.266946291037471140e-01,1.165265073208456709e-02,6.347502393591222258e-01,-9.918353324895217149e-01,6.298414219683069470e-01,2.681873713587800134e-01,-2.482038093252866007e-01,-2.250883387766628718e-01,8.117176265491090614e-01,9.174049235978573025e-01,3.750685957350902711e-01,-6.138878178901796545e-01,-3.533694999060291164e-01
-9.202814840215320924e-01,2.643036542503685027e-01,-6.467800313658292888e-01,-8.621079555548952777e-01,-5.912001553187501424e-02,-8.426937289809385279e-01,8.954073937958144658e-01,8.614788380811637669e-01,-3.075110207780540894e-01,-3.646483822748055603e-01,-3.537501168505350901e-01,4.636537942025143466e-01,3.135579117779030978e-01,9.735132340098500148e-01,-6.985766130068992164e-01,5.399393725295889013e-01,-7.788678917398563772e-01,-8.308801709601888741e-02,-5.777755741924130994e-01,-5.816320611420047193e-01,3.529637706317911849e-01,-5.028121000619231173e-01,3.310034148243136132e-01,4.336713524125747621e-01,8.383857023666581032e-01
-9.223305679708879712e-01,7.870948665828388924e-01,-2.316849244958138210e-01,-8.640096230362909191e-01,7.503232796176887431e-01,-3.864612357492610006e-01,8.847830619546354081e-01,6.529697136813030767e-01,-5.651710457689675948e-01,3.652476445960729512e-01,7.056298730478237635e-01,5.445419869070828867e-01,8.261596531003736477e-01,-8.706824451954496835e-01,6.982005441724954409e-01,8.873850184604260560e-01,-1.579815050796711806e-01,-9.320204309461652681e-01,6.128395462915410263e-01,5.526959057221805249e-01,-3.249179518812394529e-01,6.608547727307730879e-01,-2.354569110104388630e-01,-5.545514907061249721e-01,-2.569493517004567407e-01
-7.735547401313248583e-01,2.295635532950768554e-01,2.745528641551220894e-01,-4.886149785682462610e-01,-5.894149263129465632e-01,-1.776754701846390561e-01,3.813483646755144174e-01,7.388914914707708226e-01,3.922440774892843041e-01,7.608351813118561235e-01,-7.021359237152705601e-01,-4.172806704599266170e-01,-4.532285563022190877e-01,-5.689909318092041257e-01,8.645595045946087298e-01,6.599988244873956911e-02,9.702081635716068575e-02,1.089283474080361691e-01,-5.339661492318840269e-02,5.209722938880692045e-01,-3.889784207229979862e-01,7.569862382315039051e-01,-9.479740167206552881e-01,-5.617613806352643735e-01,1.925168346228618363e-03
9.474907182230392078e-01,4.025225741994655770e-01,1.781899634850519221e-01,-9.243779227896019579e-01,-7.434104080819369242e-01,-1.953556208124171967e-01,-1.112523797436526740e+00,-7.410443832401801822e-01,2.471928571342428271e-01,1.765203206250332557e-01,-4.263679101672868815e-02,-8.209217555310308612e-01,5.732993622943920453e-01,8.535847306131547629e-01,-7.662307449043042062e-01,3.568893279066297497e-01,-8.042898283222708056e-01,8.221851650082803165e-01,-6.027689359961175830e-01,9.653408721215299693e-01,-8.765776832551473996e-01,4.347353125616031794e-02,1.191697713779474449e-01,2.101589305395701601e-01,-3.478306411001519383e-01
-8.893237809675931249e-01,-7.079897135315491030e-02,-1.274913807912592643e-02,-5.872291761087485851e-01,1.288955743649052854e-01,-4.391652928588810068e-01,-9.625064212601261993e-01,-9.557331125595927013e-01,4.112496113918062690e-01,8.134305386163602769e-01,2.230573396554181853e-01,-6.093285551265171796e-01,-2.926530550828074784e-01,-7.753442950240116982e-01,6.112683446769050510e-01,4.176339367888225462e-01,-3.672468854031772922e-01,-3.279646786004860454e-02,3.875212338733013406e-01,-4.283130376467466638e-01,9.520232922594887848e-01,-1.038699203567586160e+00,-1.340446156416415791e-01,1.077129879306354399e+00,8.382144757785416900e-01
-8.666333595685105085e-01,-5.116409930340356516e-01,-3.226904029985622896e-02,-6.727745266626166121e-01,-7.697927119582312905e-01,-4.823834264378396575e-01,7.055295744374706635e-01,-9.929198395202644134e-01,-4.181934845531375955e-01,8.836060108555646719e-01,-9.198214089933823834e-01,1.100609441223606710e+00,6.747413468945770987e-01,2.776120664865523446e-01,-1.182802617333828243e-01,-1.808721663046967965e-02,-1.613011122422862986e-01,1.839894100490865603e-01,4.039426066990835507e-01,2.452291676105252116e-01,1.167524018151149950e-01,-8.175590977906449508e-01,-2.883725879898745292e-01,-2.068261816408795695e-01,-2.526513832032337148e-01
4.197827096972260863e-01,-3.826527315513375549e-01,9.910799901433817727e-01,8.187115676350367188e-01,3.961845105279893087e-01,2.409058674520235532e-01,-2.271078800237736894e-01,-8.176247121291704278e-01,3.295802064310417445e-01,-4.505690335301164029e-01,-7.324476812268377879e-01,3.129249406328925565e-01,-6.870225623962704642e-01,-6.817048270701517865e-01,6.110471008097014822e-01,2.433313988126920013e-01,3.181108919972895355e-01,1.708654476995662141e-01,-1.573867661116223338e-01,6.212278344476360736e-01,-9.311665727050213448e-01,-4.274896191433783521e-01,5.330187996059237987e-01,8.056987678602516301e-01,-4.915304969538977775e-01
