-5.509861634816821674e-01,3.610906736261271788e-01,8.517597972891430835e-01,9.461998237938996636e-01,6.401790301772912750e-01,-8.311369108308735987e-01,8.905160631055473175e-01,-8.186321343301127262e-01,3.325913155413025013e-01,-3.747319086996814819e-01,-2.744898699068406764e-02,-4.161720532968014030e-01,7.762514853030185735e-01,8.569123792179408339e-01,-6.558245394074904144e-01,7.414876289525361708e-01,3.063271366781186167e-01,5.210924393388737252e-01,-5.787064871547654699e-01,-1.175290455196966871e-01,-5.047118356550550633e-01,-8.675544084693611602e-01,-8.281609353188532641e-01,5.504624131686685073e-01,8.721900115338739046e-02,-2.324239022984590786e-01,-1.365807267338572939e-01,1.064510434840541198e+00,-7.533372627476694894e-02,2.558086422652443015e-01,-8.304524915020509157e-01,-5.950513251669919956e-01,-6.903657964331753050e-01,6.299914469289089602e-01,7.314621017010539683e-01,1.505182928655962038e-01
-2.399113293023121263e-01,-2.114516529326946614e-01,9.515292024388709302e-02,2.746801293197878580e-01,7.029695095349762779e-01,8.035907057124681563e-01,5.674566500012460102e-01,5.566879545204250768e-01,4.396803672197851509e-01,7.304739236652635359e-02,6.898150069772145399e-01,-2.288932856457067122e-01,8.772567293495520113e-01,6.985615165068754795e-01,6.848409517666921298e-01,5.662650189262031786e-01,9.843721779682230721e-01,3.384774492543150548e-01,-9.382057989234359185e-01,-4.621818413989420282e-01,-8.071043741145476069e-01,7.952017510970068592e-01,-4.408056915356425853e-01,2.123869082107495143e-01,-3.070981170043111663e-01,9.732587695261649685e-01,-9.406083041055904315e-02,7.727877628535441135e-01,7.240802238856973716e-01,4.578543228825972533e-01,4.168813476141317587e-01,-1.131078842858533606e-01,-5.751840160314858341e-01,9.452010897106194465e-01,9.512696744246930125e-01,6.902951614493387789e-01
-2.253103625924509912e-01,-4.173089374838089838e-01,1.120889773870307415e+00,7.196224807490481101e-01,1.092809193500488885e+00,7.862254783857269835e-01,-1.047996623245080361e+00,2.419868149193967199e-01,4.514362948153602950e-01,6.055470013456352163e-01,9.024991232172132616e-01,3.122225927063877471e-01,9.914237118253760306e-01,-2.147198734673426146e-01,-6.585904688947042951e-01,1.851060295077296414e-01,4.990975007679084308e-01,7.187811707439883957e-01,-2.652644583579488735e-01,9.632327118266330590e-01,4.248483159602307047e-01,4.642333972150418375e-02,8.391025539405974065e-01,4.338765961793109027e-01,-5.087249961326540948e-01,-2.377494964536340794e-01,5.398713649241784207e-01,1.326458981587747443e+00,-4.744693402916905223e-01,-5.650512896926866979e-01,5.728821622793435209e-01,-8.964129487360487092e-01,6.182161672417287868e-01,1.886230057088675825e-04,2.924257786857591968e-01,1.057574655242658618e-01
8.968049390782801833e-01,3.707973993163559689e-01,-8.501821137023755082e-01,6.605600856500977447e-02,-8.003222077223811626e-01,-1.845165533869173036e-01,3.025983263318798300e-01,5.655071654156078598e-01,7.154127085356564164e-01,-4.004974195740867438e-01,-2.468815601090620371e-01,-8.069335976150111556e-01,8.385158097998782756e-01,9.166412940590515923e-01,6.236227731820631615e-01,3.370705330050616233e-02,4.498352876086393337e-01,-1.020444344507684953e+00,-2.018906790998851175e-01,-5.735863907333015321e-01,-5.864681441880841284e-01,-1.578680772035753466e-01,-6.467740191888107226e-01,-2.410798577380230401e-01,-1.038004880000172214e+00,-8.521225392154176959e-01,-8.617093193015775698e-01,-3.413187239380946481e-01,-7.123790542439120133e-01,-4.054368598691149295e-01,4.136216775019709718e-02,2.200580370639981537e-03,2.798060165301267110e-01,3.044885862299428481e-01,1.002250897534474605e+00,-8.681849886065247102e-01
9.183534466338295621e-01,-5.313197240111968700e-01,-3.926447923900424075e-01,3.518369625663900768e-01,-1.636443554474787121e-01,-5.030412899729403975e-01,-2.317526157596742631e-01,8.725118483967044813e-01,6.784136968917959809e-01,7.320630553477510682e-01,-6.901991778759028473e-02,5.128584517748285831e-01,3.498847145870292996e-01,-8.202447146518385690e-01,-1.829141852708106308e-02,-5.380959098758487658e-01,-8.545317527275929637e-01,-7.159567696237627565e-01,5.259974365513180317e-01,2.564062091614341954e-01,-3.809910015881429191e-01,9.817479794436217988e-02,5.750249015317266954e-01,-7.216475702385213298e-01,-1.096725089494142935e+00,3.784038577931718716e-01,8.102848673151459291e-01,-6.279753787148810718e-01,9.207739539347302715e-01,8.442312842970259856e-01,1.545550207179635926e-01,-4.983082947375424565e-01,-6.252766147142674313e-01,-5.200666075415422140e-01,1.511197537349575071e-01,-3.974514109685137742e-01
7.687149937392602217e-01,9.051389360929835703e-01,-1.158850762578785831e-01,-6.771283868222175428e-01,-1.668277174588123635e-01,-1.015341122158837761e+00,-8.658746590002286414e-01,1.056705780464968658e+00,6.085996684362399156e-01,-3.320463889302629479e-01,-8.676788744810620679e-01,-7.669647981810172599e-01,-8.363839594505855235e-01,-3.154739976408614810e-01,-1.003602696203556688e+00,-1.111791642129197788e+00,7.306164121505088760e-01,-4.919175595950041058e-01,8.166979948297747871e-01,2.058521685880235763e-01,-5.100112914783911516e-02,3.201457456599802742e-01,3.451411071770995598e-01,6.771653322451143264e-02,1.941754377490313710e-01,1.547003822032884668e-01,9.944421509788852198e-01,-5.519059941008994663e-01,1.180695530977135643e+00,5.368032218655445220e-01,-8.762265294110882508e-02,-2.277683848171451753e-01,-1.393022273982325587e-01,-1.481377416208807252e-01,-1.605741510965127405e-01,3.724837843590363129e-02
-1.351643134208488362e-01,-1.040164240968686871e+00,9.546922629687024098e-02,-3.647945462527853872e-02,-1.559402330549886778e-02,-8.849647718931115126e-01,-6.709898183734958055e-01,-4.450912380762895859e-01,1.001122917034434678e+00,2.529380649634027645e-01,-8.537532972858469238e-01,-1.943817801471878493e-01,-9.230560348640296509e-01,-5.342931444094335403e-01,-7.590913336120506116e-01,-4.090317266895246995e-01,4.497505952536535317e-02,-9.279841575994225433e-01,4.447563314652464017e-01,5.685570790339946612e-01,-3.228469274197836580e-01,-3.625891739959263282e-01,3.425009336479016842e-01,-7.163553448007372593e-01,7.466611190415410881e-01,-3.197962591381015574e-01,7.405472125565661090e-02,6.479493596050837079e-01,-7.507561332802956122e-02,3.572712338374510188e-01,-5.862148119598945550e-01,-1.840477094047844597e-01,-1.818321342750517117e-03,6.807112258833302176e-01,9.236752161552452822e-01,6.525720451992415017e-01
1.500076805680997105e-01,8.348270870760059470e-01,8.044275776880729367e-01,-4.491345183857183287e-01,-7.454748277264545697e-01,6.204857172595904524e-01,1.808623325295777018e-01,5.033644056339667827e-01,-3.522773848938252073e-01,2.381406349560027391e-01,3.724501914927680346e-01,4.327937646779742575e-01,-3.779625202215417534e-01,6.344751090924890535e-01,4.938149296473641481e-02,4.801334362667398770e-01,-8.081296183836625957e-01,1.070800991470242991e+00,8.516449417108507003e-01,6.244902602410927761e-01,4.680570209671963133e-01,-7.994668179586005285e-01,-1.438264540576486734e-02,-1.186686180336586682e+00,7.302551756345737610e-02,5.470007279553639190e-01,-6.678818396575805227e-01,-4.807377274208183837e-01,-4.211431216951178058e-01,-5.781491449206627165e-02,-5.114332400241041743e-01,7.201333863949640479e-01,-2.340426504289769560e-01,8.222463593688802419e-01,-7.775188502935603818e-01,1.626849518541890471e-01
-2.842902747564245158e-02,-7.862133174596898089e-01,-3.699000350770200174e-01,2.258590119510113861e-02,7.779493272246419400e-01,3.014142532532012031e-01,7.806161137244975734e-01,-1.370018939124576784e-01,3.533723899561456161e-01,-9.897769647405411098e-01,6.333389295640063921e-01,-6.579760695033077811e-01,-1.419395928888766978e-01,-2.465769372119352154e-01,2.080321204517867062e-01,-3.885280770122692129e-01,-5.565523220033770091e-01,8.099257113384211726e-01,6.628658147774284526e-01,-8.584112404307299160e-01,-3.188611696449104027e-01,8.392406993548268135e-01,5.109769820338718738e-01,-1.130091873660013846e+00,1.029425637479178146e+00,-9.544133426191724334e-01,3.830747806317599119e-02,1.179354170073394714e+00,2.349274449521231989e-01,-9.317776107461458457e-01,-4.264856027664140070e-01,1.666251221008578920e-01,1.098847024030076974e-01,-7.634032011846066945e-01,2.342345772266788695e-01,-3.041757702210875491e-01
-1.953950148417825106e-01,-1.688571375425744758e-01,-3.925908285857759861e-01,-2.330954538697887490e-01,4.945299505403347728e-01,9.290215929990813803e-01,-8.378869652219558262e-01,-7.190478487680255215e-01,-3.510752077662875892e-01,3.451075195870527690e-01,-1.687225539153554554e-01,7.737854729812525256e-02,8.940328285068065498e-03,-7.064311505448378492e-01,3.594089874070972024e-01,4.493628104283305946e-01,-2.145163548722240493e-02,9.519712826263537764e-01,-5.710023879576293648e-01,3.608565268191534225e-01,-6.756613425963684527e-01,6.546630851744403845e-01,-8.095673288573859150e-01,-4.257723285979961303e-02,6.831829451840412126e-01,2.575859085364960444e-01,7.551071250845545757e-01,-4.790399363717756653e-01,-6.920582557819866532e-01,-2.395438502685580950e-01,-2.543308933606541755e-01,-1.518971786912146418e-02,4.053905574705761183e-01,-5.235789019973485781e-01,-9.521599083835884381e-01,-3.132911659882871985e-02
1.416907468339407561e-01,-1.008532613989481685e+00,-9.684168952360744376e-01,1.159444736565130168e-01,1.107687761804727888e-01,-2.144178322556795357e-01,5.282429380237229077e-01,1.010433909792178619e+00,1.373713167638418664e+00,5.052692129677700539e-01,4.469614586960118929e-01,1.426377481177184325e+00,-1.019958010670518611e+00,5.310661685480097538e-02,8.658300325674364029e-01,-4.570334651326542486e-01,-7.072867872908777942e-01,-7.151713395658449990e-01,-5.282175182101202238e-02,3.946053034895438683e-01,-6.885061557271346944e-01,-5.649074945261786107e-01,-2.917618729399069077e-01,8.506172694149454205e-01,-4.105938666530261627e-01,-3.008784405017482233e-01,2.230109312462295046e-01,-1.011814653487762422e-01,5.789401781837650862e-01,9.930124545260048396e-01,4.067007660326000806e-01,-8.566866051692529904e-01,8.948475104949826786e-02,7.527879879069622193e-01,6.094052329603139029e-01,6.213235057112191928e-01
