3.041762296806184429e-02,-1.625678860896569849e-02,3.585290609844390963e-02,1.440031035713345078e-02,-1.460026158949849148e-02,1.049378843832533409e-01,-5.488422303932613197e-03,-6.017837288683072772e-02,-3.020662755232089020e-02,5.899802248405187216e-02,-1.463519503706938937e-02,-2.200623233551671915e-02,1.218532460334935674e-01,-3.529005880701869408e-02,-3.240254492880356024e-02,-3.178848386951778349e-02,7.440554592618692231e-02,-5.990091158496584772e-02,-1.697036852299793619e-02,1.314714583444931764e-02,-5.806744220467683487e-02,-4.076006764492851736e-02,-3.050633463730722736e-02,-4.614103827740005659e-02,6.204703816544703682e-02,-1.974958158453250442e-02,-2.499014435605791465e-02,2.396700993430293802e-02,-1.329699445160391000e-02,1.448715939355564239e-02,-5.002671708964525482e-02,-1.430855597983837334e-03,-1.592712803046544444e-03,-2.372222638001333581e-02,-1.019600107534350021e-02,1.293954182107157902e-01,-3.225547261861613085e-02,-2.392351965585353540e-02,-3.943147693376109625e-02,1.415488953369940447e-02,-1.605020089191076457e-02,3.619682020498223712e-02,-2.309182452018022219e-02,-1.545050721972911906e-02,7.886721615291535786e-03,5.507970042223599670e-03,4.133484133934704763e-02,-2.852385961716339541e-02,4.440983670115381497e-03,-3.196601089925023287e-02,-1.745881498898931017e-02,8.947899563784686081e-03,-2.725601918822563238e-02
-2.220848011984613915e-02,-1.986074555421333751e-02,-1.917436472757750796e-02,-2.243502861344278190e-02,-3.586105218974470522e-03,1.349421399995168885e-02,-2.491354839785297169e-03,-5.042892432212494301e-03,1.532784070825906828e-02,7.390948159766251579e-02,-4.215272308870954970e-02,-1.743827515966809433e-02,8.467425138563569598e-02,-2.093619718216521708e-02,8.888466224942383545e-03,-1.440095433115834780e-02,6.194060427144101877e-02,-5.850745415766195334e-02,-2.198416817635447801e-02,2.194708009185791092e-02,6.860631894096359297e-03,-3.734988413702126659e-03,-2.594329866597795513e-03,2.282060103203858038e-03,1.030664641023553221e-02,-9.713103427356067909e-03,-1.050727071596922919e-02,3.378950683065409105e-02,1.088178753950949824e-02,-2.961945601613551193e-03,-4.726207367978938617e-03,-1.343936300035940626e-02,-5.469105105347102716e-03,-4.465974488922144076e-02,-2.130887352805386353e-02,7.910134761514020507e-02,-2.810297497199653813e-02,-4.467243742752246422e-02,3.884905163637754951e-03,1.948696387194924495e-02,7.236802057846179748e-03,-3.664812944291505597e-03,-3.776765302777826405e-02,2.487496281839201087e-02,2.573341320895298698e-02,1.712836792005203654e-02,3.992016286782895662e-02,2.246093573130564930e-02,-1.587628257042053874e-03,2.355498718387689233e-02,-3.073682824164529134e-02,-2.019787565276881872e-02,-2.255660770971015458e-02
-4.355487738660965280e-02,1.283648988624268988e-02,1.958752418984794838e-02,-1.981489007780483369e-02,-3.869008512779509995e-02,3.448552327899469250e-02,4.407470799789921061e-03,-2.124226197736658189e-02,-4.789225314777784820e-02,6.725948301738375601e-02,-5.040158996084374843e-02,1.619940794034660167e-02,6.783378871126263809e-02,-5.310530765017058841e-02,-3.621224700131976670e-02,-9.599083298324026514e-03,4.624235121852375563e-02,9.630641959302629201e-03,-2.287993560915409924e-02,4.176693351652101087e-04,2.102193055437692401e-02,2.324219175367631812e-02,-2.961504397792703858e-02,1.306183832251196428e-02,2.261606966578690731e-02,-2.469878162743927019e-02,-3.003128221715730545e-02,7.972036292216521866e-03,-1.184723079033400510e-02,-1.580991562103836387e-02,6.912355330757842357e-03,1.057800159839120818e-02,-1.562740220667540453e-02,1.568454792310621654e-02,6.930937433706552304e-03,1.170867872453583598e-02,-3.588374743882428997e-02,-3.311488756784106841e-02,-3.991489887649798951e-02,-3.075795758689990264e-02,1.606898058637119125e-02,3.007299715302053089e-02,-1.311617878383349728e-02,-2.216064876947463833e-02,2.942360118266452648e-02,1.987516286706776311e-02,-1.265340232167436012e-02,-2.740752692143123836e-02,-1.497978692753219009e-03,-2.304949230598845114e-02,-8.792524334784319537e-03,2.306403363398712089e-02,-1.412728970069588447e-02
1.861221765134756304e-02,-3.640916433780445275e-03,-1.840398083996923687e-02,4.146799377373854879e-03,-4.824379388322426465e-02,-2.499621793115862529e-03,-1.060887959658909138e-03,-5.180157524205081590e-03,-8.402682162258829496e-03,2.963683710418972897e-02,7.214099280516811027e-03,1.759357587570436338e-02,1.759956310280377800e-02,3.423421244220847814e-03,-3.247719772526325849e-02,-2.557729929035202493e-02,-9.151448412635123514e-03,-4.319136591753081761e-02,2.660101412205906693e-02,-7.020128015333496237e-03,1.216584131542054921e-02,4.185765537880870198e-03,-2.616894780489371561e-02,6.288927517050804661e-03,5.330115180248321677e-02,1.097726743550117914e-02,1.982554419794894940e-02,-2.010128663670299187e-02,-1.087331684895382310e-02,-2.668976784360308288e-02,-2.448366045533417398e-02,-1.154073753065860096e-02,6.600258022124645338e-03,-9.422518669159744495e-03,7.954620849296283394e-03,-2.232724560862187860e-04,-2.520115181389975464e-02,-8.749318549090816938e-03,-2.054966011733027481e-02,2.720029116220555425e-03,8.733513726956300752e-03,2.038725909311005224e-02,-1.174652085757352422e-02,-2.933098725377215193e-02,-2.311733170969047790e-03,-2.358771159311135596e-02,-1.223724254015970837e-03,2.001140115661962510e-02,1.699435657155626625e-02,-5.334758246747762188e-03,-1.555363802837095820e-02,3.029607641121456751e-02,-2.168891517669996327e-02
-2.013369668675635618e-02,-1.046489771534327151e-02,-1.060491422886357393e-02,2.971970131237239993e-02,1.219911775223421653e-02,4.308309302273004987e-02,2.381656224375287498e-02,-8.316344778413623309e-03,-4.312025582367468718e-02,3.482879780241597556e-02,-3.522662551380009721e-02,-1.607693698612136166e-02,2.832990070722919349e-02,4.946831958913404034e-03,1.775006998938815500e-02,-3.830968721650951370e-02,-2.085551461865759989e-05,-2.265301131359657646e-02,3.004257943088690583e-02,1.243270620359519102e-02,5.879302164134785069e-03,8.333700274106682973e-03,-3.390947466737186111e-02,-3.125975182212833992e-02,-3.663453305456659207e-03,-6.226013007871398358e-02,-5.465418528285127982e-03,2.535941172977537392e-02,1.721338939175050872e-03,-2.669084136108043279e-02,-5.197909019080622188e-03,-3.657425567777413365e-03,-3.469381187667045646e-02,-4.407720917769783475e-02,-1.343527695823247894e-02,3.501180887529864449e-02,-3.885992388338281589e-02,-3.234974857305686347e-02,-1.185430660181944346e-02,2.315569510092776312e-02,-3.328103411909923929e-03,2.623687327355190245e-03,-2.027950678302043938e-02,2.511564405836047911e-02,6.041216536144718326e-03,-1.070734871796619539e-02,3.247381798009685988e-02,-1.065283671747662385e-02,-1.110354149332583133e-02,2.095765411089144450e-02,-1.167876237849219991e-02,-2.518344794057416139e-02,1.159337810861330378e-02
-7.299514465451383168e-03,3.150743124049535954e-03,9.743359236085994551e-03,-4.718391387766725231e-02,-1.099688720092166852e-02,-3.042751210070167647e-03,-2.554968257344348431e-02,6.631623007292345232e-03,6.779549550135496134e-04,3.609086984740670495e-02,-1.210807596076563832e-02,1.032004967221438786e-02,3.362016326785163128e-02,1.014854567764390640e-02,7.719722810274121279e-03,2.597525995428471776e-02,2.746207388982526559e-02,2.000247046388142769e-02,-4.102609766521465168e-02,-1.990972627015907478e-02,-2.923923586885147571e-02,5.756910813543987884e-03,-2.412665917186822967e-02,3.109704921395012311e-02,4.151871734893068655e-02,-2.672669833867806141e-02,-5.627465673361713508e-03,-1.907164042329813000e-02,-1.723332676841497421e-02,-4.530624632689921050e-02,-2.949674265841618209e-02,2.999252525715413384e-02,-2.986894264966847082e-02,-1.543760363674294075e-02,2.039745672118502620e-02,3.703736034301623875e-02,1.048428676360467493e-02,-6.764045922992146902e-03,-1.411632215250087884e-02,-3.151612713184902270e-02,-4.578970250578164036e-02,3.420549637762944351e-02,-3.249916424510924245e-02,-2.762212105008106031e-02,-2.994655865999703952e-03,1.052378348812730430e-02,-6.425290059853463499e-03,-2.422638508842349034e-02,-3.446275606547191759e-03,7.356118877016012796e-03,-2.691052394459545610e-02,-2.643977072626584740e-02,-3.725779576360666728e-02
-2.396032598185178150e-02,-6.251378190734031837e-02,1.301559816485675820e-02,-7.879427155939203870e-03,-2.316396023045464575e-02,1.490031091370246259e-02,-2.991207637732857388e-02,-2.530637885722038238e-02,-1.657421283973451245e-02,-6.047402698318516193e-03,-1.669481608720135499e-02,-3.607489258918662733e-03,2.361277492501074812e-02,4.668835416624878346e-03,1.363411040842551700e-02,-2.734537906816258274e-02,1.197711740615972804e-02,-1.044243165874871558e-02,6.591410967566999415e-03,-4.091518805928427011e-02,1.191502926203271556e-02,1.436987497048509109e-02,-3.738642737852616166e-02,-1.117828891444546703e-02,2.373660856618833859e-02,-1.168722688856755135e-03,-2.107163091237110666e-02,-4.971834094834090556e-02,4.081433293047841832e-02,1.277348484857402169e-02,-4.850983960554736997e-03,-1.416986698569000502e-02,-1.329390816967535027e-02,-9.654759330952960086e-03,-6.397060456611494694e-02,2.975949751186262107e-02,4.619264813729313107e-02,3.276246610023227784e-02,-9.173830865306496383e-04,-4.080932088049003814e-02,-6.344994634795750321e-03,-1.760847396858286965e-02,4.013200479527300607e-02,2.628660831463390871e-02,1.290375463441167936e-02,-2.854783715620027446e-02,-1.332565660748740582e-02,1.029848596398366331e-02,-1.685134445361799981e-03,-4.936694968821587343e-03,-1.472965491622466212e-02,-3.058775693300551379e-02,-2.792293947753122368e-02
-3.161786321122438820e-02,-1.889482830025239132e-02,-3.357602163612961182e-02,-1.147880219287887582e-02,-3.969937042422291840e-02,2.369723749707953325e-02,-4.549944812697772484e-02,-3.906629665185772787e-02,-3.465974106717201880e-02,-4.917946748390273660e-03,-4.336412988044468370e-02,-6.860757444024171911e-03,2.726491613531448893e-02,8.297826214316053953e-03,2.855974054199890769e-02,-2.693929009358273646e-02,2.897270177777792888e-02,-2.246814608716902334e-02,-3.584279572551402754e-02,1.212819834460365136e-03,-2.612405723168727961e-03,-3.319400055259814908e-02,1.853489414686977643e-02,2.904127175794300394e-02,2.156716395876613623e-02,-2.888370487554291904e-02,2.830399302207432105e-02,-3.430905123507288490e-02,2.017858623990090999e-02,2.524826753237837534e-03,-2.731028578513128649e-02,-4.104769684572311464e-03,-3.245977189910381755e-02,-2.144205944445638085e-02,-8.763503805168439478e-03,2.090293865865339162e-02,3.599981184191890227e-02,1.845071478232193640e-02,-2.182736688710174358e-02,2.555847947040089038e-02,-4.498729471182696255e-02,1.999720254072668776e-02,-3.077402138585351096e-02,1.814711656258553504e-02,8.415988114347884574e-03,-9.217865475205949677e-03,2.346911111858073981e-02,2.029070768044698506e-02,2.027563911150117096e-02,-3.039885711341049415e-02,-5.450287432822747101e-03,2.306018512647136851e-02,-1.180123280130647087e-02
-4.394754269345099718e-02,1.947552473293438086e-02,1.302566645941598961e-02,2.269287377360761776e-02,-4.933743775708561430e-02,6.702342355994689305e-02,-3.665612982881289589e-02,-8.685955129823204682e-03,4.899342990340306396e-03,9.338883215735734045e-03,-5.287319780613951477e-03,8.288807276328543847e-03,5.075777612669477717e-02,-6.565499502407335167e-03,-1.467635177939463978e-02,-5.399941880102952438e-03,3.512597682174103259e-02,-5.314673889009367130e-02,2.182736059512364532e-02,7.375565739998134543e-03,8.786618705300103368e-05,1.363687198950331789e-02,6.600122843122832768e-03,-3.494681336246715370e-02,4.842362294929662692e-02,1.287273723348281336e-02,-3.484607816360121846e-02,-4.386974706978173134e-03,-4.074129747723392869e-03,-2.464471198368101829e-02,2.533538005709852839e-02,-1.000471905840562281e-02,-2.642932618981747375e-02,-4.645399744141213288e-02,3.262529284222559500e-02,5.365656988781473957e-02,2.389799610892586954e-02,-3.673021535669899335e-02,-2.475496927882617909e-02,3.304800841329830208e-02,-2.571755512862255316e-02,1.510595692559535646e-04,-4.522886930883776579e-02,-3.772057766345057045e-02,2.240216782653233277e-02,-2.222304568303300892e-02,-1.651374078813523313e-02,-2.627685340040840020e-02,3.077236725440636589e-02,-1.527134391309543926e-02,-2.408706716990365732e-02,-1.053280950676772042e-02,-6.275378861322254915e-04
-2.284184674704153178e-02,1.568219674201453209e-02,2.908879259045716453e-02,-1.679896003733304805e-02,-1.790987202128014461e-02,1.833209387805930651e-02,4.254074755396792910e-03,-1.662350828576596856e-02,-3.652892341573596435e-02,2.273502334503372732e-02,1.345145470196119518e-03,-2.197135278010257464e-04,4.366808916601701979e-02,-2.490896048974163349e-02,1.205502397375915989e-02,-9.327104610160577569e-03,1.553096333642364942e-02,-5.646431969568616038e-02,3.018171595973904303e-02,2.798447063561543616e-02,2.200593451626902796e-03,-1.313808588367581078e-03,-3.389737432676166035e-02,-3.109251650463724925e-02,3.749917221411284279e-02,-5.177661668941534179e-02,1.615474931789341248e-02,3.314742758690649230e-03,-7.971475079691795265e-03,-9.175162082963437063e-03,2.232226064092946924e-02,6.233790102193855279e-04,-3.710642396699939671e-02,1.142827072606060999e-02,1.579304118727080722e-02,3.811123400308161907e-02,-1.201281404261431672e-02,1.094463422398171334e-02,-1.898799433822083091e-02,2.446693877076346404e-02,-3.420322792418184401e-03,5.371166771917087329e-02,-2.615050093228250827e-02,-1.162568007758199920e-02,2.669942336237822456e-02,-3.221584512699699615e-02,4.080106730254319525e-02,-4.521300315976938856e-03,1.238694764069003199e-03,-2.766729186289201836e-02,-1.752508192859612499e-02,-1.858409381841999441e-02,-3.445358030046623277e-02
